Name;EDoID;isED;Age;Gender;isM;Nationality;Current_Com_Roles;Historical_Com_Roles;Number_Committees;Recent_Compensation;Recent_Comp_Mil;Recent_Comp_Thous;Company;Sector;Industry
F Duane Ackerman;ID;0;72;M;1;American;8;15;3;;;;UNITED PARCEL SERVICE (UPS) INC (Quoted);Services;Air Delivery & Freight Services
Rodney (Rod) C Adkins;ID;0;55;M;1;;1;6;2;;;;UNITED PARCEL SERVICE (UPS) INC (Quoted);Services;Air Delivery & Freight Services
Michael (Mike) J Burns;ID;0;62;M;1;American;1;1;1;56;0,056;56;UNITED PARCEL SERVICE (UPS) INC (Quoted);Services;Air Delivery & Freight Services
Ambassador Stuart E Eizenstat;ID;0;71;M;1;American;5;10;8;;;;UNITED PARCEL SERVICE (UPS) INC (Quoted);Services;Air Delivery & Freight Services
Michael (Mike) L Eskew;ID;0;64;M;1;American;7;14;4;;;;UNITED PARCEL SERVICE (UPS) INC (Quoted);Services;Air Delivery & Freight Services
William (Bill) R Johnson;ID;0;65;M;1;American;4;15;4;;;;UNITED PARCEL SERVICE (UPS) INC (Quoted);Services;Air Delivery & Freight Services
Doctor Candace B Kendle;ID;0;68;F;0;American;3;7;2;;;;UNITED PARCEL SERVICE (UPS) INC (Quoted);Services;Air Delivery & Freight Services
Ann M Livermore;ID;0;56;F;0;American;3;6;2;;;;UNITED PARCEL SERVICE (UPS) INC (Quoted);Services;Air Delivery & Freight Services
Rudolph (Rudy) Harold Markham;ID;0;68;M;1;British;12;26;6;;;;UNITED PARCEL SERVICE (UPS) INC (Quoted);Services;Air Delivery & Freight Services
Ambassador Clark (Sandy) T Randt Jr;ID;0;69;M;1;;3;4;4;56;0,056;56;UNITED PARCEL SERVICE (UPS) INC (Quoted);Services;Air Delivery & Freight Services
John Wendell Thompson;ID;0;64;M;1;American;1;13;5;;;;UNITED PARCEL SERVICE (UPS) INC (Quoted);Services;Air Delivery & Freight Services
Carol B Tomé;ID;0;57;F;0;American;1;3;4;;;;UNITED PARCEL SERVICE (UPS) INC (Quoted);Services;Air Delivery & Freight Services
Kevin Maxwell Warsh;ID;0;43;M;1;American;1;1;1;28;0,028;28;UNITED PARCEL SERVICE (UPS) INC (Quoted);Services;Air Delivery & Freight Services
Liam E McGee;ED;1;60;M;1;;1;2;1;8,561;8,561;8561;HARTFORD FINANCIAL SERVICES GROUP INC (Quoted);Financial;Property & Casualty Insurance
Robert Barry Allardice III;ID;0;67;M;1;;6;8;4;216;0,216;216;HARTFORD FINANCIAL SERVICES GROUP INC (Quoted);Financial;Property & Casualty Insurance
Trevor  Fetter;ID;0;54;M;1;American;4;8;3;201;0,201;201;HARTFORD FINANCIAL SERVICES GROUP INC (Quoted);Financial;Property & Casualty Insurance
Doctor Paul Grattan Kirk Jr;ID;0;76;M;1;American;5;20;3;208;0,208;208;HARTFORD FINANCIAL SERVICES GROUP INC (Quoted);Financial;Property & Casualty Insurance
Kathryn (Kathy) A Mikells;ID;0;48;F;0;;3;3;3;;;;HARTFORD FINANCIAL SERVICES GROUP INC (Quoted);Financial;Property & Casualty Insurance
Michael (Mike) G Morris;ID;0;68;M;1;American;14;34;8;;;;HARTFORD FINANCIAL SERVICES GROUP INC (Quoted);Financial;Property & Casualty Insurance
Thomas (Tom) Andrew Renyi;ID;0;69;M;1;American;7;16;4;;;;HARTFORD FINANCIAL SERVICES GROUP INC (Quoted);Financial;Property & Casualty Insurance
Julie G Richardson;ID;0;51;F;0;;2;5;3;;;;HARTFORD FINANCIAL SERVICES GROUP INC (Quoted);Financial;Property & Casualty Insurance
Virginia P Ruesterholz;ID;0;53;F;0;;4;4;2;;;;HARTFORD FINANCIAL SERVICES GROUP INC (Quoted);Financial;Property & Casualty Insurance
Charles (Charlie) Bernard Strauss;ID;0;71;M;1;American;3;16;1;;;;HARTFORD FINANCIAL SERVICES GROUP INC (Quoted);Financial;Property & Casualty Insurance
H (Pat) Patrick Swygert;ID;0;70;M;1;American;6;25;6;193;0,193;193;HARTFORD FINANCIAL SERVICES GROUP INC (Quoted);Financial;Property & Casualty Insurance
Mark Charles Pigott;ED;1;60;M;1;American;2;4;2;;;;PACCAR INC (Quoted);Consumer Goods;Trucks & Other Vehicles
Dame Alison Jane Carnwath;ID;0;61;F;0;British;6;34;8;;;;PACCAR INC (Quoted);Consumer Goods;Trucks & Other Vehicles
John Maurice Fluke Jr;ID;0;72;M;1;American;4;13;8;162;0,162;162;PACCAR INC (Quoted);Consumer Goods;Trucks & Other Vehicles
Kirk S Hachigian;ID;0;55;M;1;American;6;8;5;;;;PACCAR INC (Quoted);Consumer Goods;Trucks & Other Vehicles
Luiz  Kaufmann;ID;0;68;M;1;;4;6;5;71;0,071;71;PACCAR INC (Quoted);Consumer Goods;Trucks & Other Vehicles
Roderick (Rod) C McGeary;ID;0;64;M;1;American;2;17;6;;;;PACCAR INC (Quoted);Consumer Goods;Trucks & Other Vehicles
John M Pigott;ID;0;50;M;1;;1;1;2;137;0,137;137;PACCAR INC (Quoted);Consumer Goods;Trucks & Other Vehicles
Mark A Schulz;ID;0;62;M;1;American;3;6;8;109;0,109;109;PACCAR INC (Quoted);Consumer Goods;Trucks & Other Vehicles
Gregory (Greg) M Spierkel;ID;0;58;M;1;American;4;5;3;156;0,156;156;PACCAR INC (Quoted);Consumer Goods;Trucks & Other Vehicles
Warren R Staley;ID;0;71;M;1;American;2;14;1;;;;PACCAR INC (Quoted);Consumer Goods;Trucks & Other Vehicles
Doctor Charles (Chuck) R Williamson;ID;0;66;M;1;American;4;14;4;;;;PACCAR INC (Quoted);Consumer Goods;Trucks & Other Vehicles
Rakesh  Sachdev;ED;1;58;M;1;;1;3;3;3,646;3,646;3646;SIGMA-ALDRICH CORP (Quoted);Basic Materials;Specialty Chemicals
Rebecca (Becky) M Bergman;ID;0;58;F;0;;2;2;2;;;;SIGMA-ALDRICH CORP (Quoted);Basic Materials;Specialty Chemicals
Doctor George M Church;ID;0;59;M;1;American;2;2;8;319;0,319;319;SIGMA-ALDRICH CORP (Quoted);Basic Materials;Specialty Chemicals
Michael (Mike) L Marberry;ID;0;56;M;1;;1;1;6;;;;SIGMA-ALDRICH CORP (Quoted);Basic Materials;Specialty Chemicals
W Lee McCollum;ID;0;65;M;1;American;1;2;6;;;;SIGMA-ALDRICH CORP (Quoted);Basic Materials;Specialty Chemicals
Avi M Nash;ID;0;62;M;1;Indian;2;3;2;319;0,319;319;SIGMA-ALDRICH CORP (Quoted);Basic Materials;Specialty Chemicals
Doctor Steven (Steve) Marc Paul;ID;0;63;M;1;;4;5;8;;;;SIGMA-ALDRICH CORP (Quoted);Basic Materials;Specialty Chemicals
J Pedro Reinhard;ID;0;68;M;1;Brazilian;6;15;4;;;;SIGMA-ALDRICH CORP (Quoted);Basic Materials;Specialty Chemicals
D Dean Spatz;ID;0;70;M;1;Mexican;2;4;2;323;0,323;323;SIGMA-ALDRICH CORP (Quoted);Basic Materials;Specialty Chemicals
Barrett A Toan;ID;0;67;M;1;American;1;12;2;357;0,357;357;SIGMA-ALDRICH CORP (Quoted);Basic Materials;Specialty Chemicals
Barry Charles Diller;ED;1;72;M;1;American;9;13;7;;;;EXPEDIA INC (Quoted);Services;Lodging
Victor A Kaufman;ED;1;70;M;1;American;2;5;2;2,524;2,524;2524;EXPEDIA INC (Quoted);Services;Lodging
Dara  Khosrowshahi;ED;1;44;M;1;Iranian;1;1;3;10,276;10,276;10276;EXPEDIA INC (Quoted);Services;Lodging
Albert (Skip) George Battle;ID;0;70;M;1;;12;26;7;;;;EXPEDIA INC (Quoted);Services;Lodging
Pamela (Pam) L Coe;ID;0;55;F;0;;1;1;2;;;;EXPEDIA INC (Quoted);Services;Lodging
Jonathan L Dolgen;ID;0;69;M;1;American;3;7;3;198;0,198;198;EXPEDIA INC (Quoted);Services;Lodging
Craig A Jacobson;ID;0;61;M;1;;4;6;4;;;;EXPEDIA INC (Quoted);Services;Lodging
Peter M Kern;ID;0;47;M;1;;3;3;7;204;0,204;204;EXPEDIA INC (Quoted);Services;Lodging
Professor, Dr John C Malone;ID;0;73;M;1;American;6;17;8;;;;EXPEDIA INC (Quoted);Services;Lodging
José Antonio Tazón García;ID;0;70;M;1;Spanish;0;0;2;;;;EXPEDIA INC (Quoted);Services;Lodging
John V Faraci Jr;ED;1;64;M;1;American;6;9;4;;;;INTERNATIONAL PAPER CO (Quoted);Consumer Goods;Packaging & Containers
David (Dave) J Bronczek;ID;0;59;M;1;American;2;3;5;;;;INTERNATIONAL PAPER CO (Quoted);Consumer Goods;Packaging & Containers
Ahmet Cemal Dördüncü;ID;0;61;M;1;;6;9;4;162;0,162;162;INTERNATIONAL PAPER CO (Quoted);Consumer Goods;Packaging & Containers
Ilene S Gordon;ID;0;61;F;0;American;2;11;2;111;0,111;111;INTERNATIONAL PAPER CO (Quoted);Consumer Goods;Packaging & Containers
Admiral Jay L Johnson;ID;0;67;M;1;American;2;11;1;;;;INTERNATIONAL PAPER CO (Quoted);Consumer Goods;Packaging & Containers
Stacey J Mobley;ID;0;68;M;1;American;4;10;3;165;0,165;165;INTERNATIONAL PAPER CO (Quoted);Consumer Goods;Packaging & Containers
Joan Edelman Spero;ID;0;69;F;0;American;5;15;7;;;;INTERNATIONAL PAPER CO (Quoted);Consumer Goods;Packaging & Containers
John L Townsend III;ID;0;58;M;1;American;3;7;2;;;;INTERNATIONAL PAPER CO (Quoted);Consumer Goods;Packaging & Containers
John F Turner;ID;0;72;M;1;American;10;18;5;;;;INTERNATIONAL PAPER CO (Quoted);Consumer Goods;Packaging & Containers
William (Bill) Gerald Walter;ID;0;68;M;1;American;4;10;3;190;0,19;190;INTERNATIONAL PAPER CO (Quoted);Consumer Goods;Packaging & Containers
James Steven Whisler;ID;0;60;M;1;American;7;22;3;166;0,166;166;INTERNATIONAL PAPER CO (Quoted);Consumer Goods;Packaging & Containers
John R Colson;ED;1;66;M;1;;0;7;0;;;;QUANTA SERVICES INC (Quoted);Industrial Goods;General Contractors
James (Jim) F O'Neil III;ED;1;56;M;1;;0;0;1;2,294;2,294;2294;QUANTA SERVICES INC (Quoted);Industrial Goods;General Contractors
James Robert Ball;ID;0;64;M;1;;3;10;3;114;0,114;114;QUANTA SERVICES INC (Quoted);Industrial Goods;General Contractors
John Michal Conaway;ID;0;65;M;1;;4;7;5;108;0,108;108;QUANTA SERVICES INC (Quoted);Industrial Goods;General Contractors
Doctor Ralph R DiSibio;ID;0;72;M;1;;0;1;2;;;;QUANTA SERVICES INC (Quoted);Industrial Goods;General Contractors
Vincent (Vince) D Foster;ID;0;58;M;1;;4;18;5;;;;QUANTA SERVICES INC (Quoted);Industrial Goods;General Contractors
Bernard  Fried;ID;0;57;M;1;American;2;8;1;116;0,116;116;QUANTA SERVICES INC (Quoted);Industrial Goods;General Contractors
Louis C Golm;ID;0;72;M;1;;2;8;2;117;0,117;117;QUANTA SERVICES INC (Quoted);Industrial Goods;General Contractors
Worthing F Jackman;ID;0;49;M;1;;2;2;2;105;0,105;105;QUANTA SERVICES INC (Quoted);Industrial Goods;General Contractors
Bruce E Ranck;ID;0;65;M;1;;3;8;3;;;;QUANTA SERVICES INC (Quoted);Industrial Goods;General Contractors
Margaret Barett Shannon;ID;0;65;F;0;American;4;4;2;58;0,058;58;QUANTA SERVICES INC (Quoted);Industrial Goods;General Contractors
Patrick (Pat) Henry Wood III;ID;0;51;M;1;American;9;14;8;106;0,106;106;QUANTA SERVICES INC (Quoted);Industrial Goods;General Contractors
Daniel (Dan) Paul Amos;ED;1;62;M;1;American;1;6;2;9,46;9,46;9460;AFLAC INC (Quoted);Financial;Accident & Health Insurance
Paul Shelby Amos II;ED;1;38;M;1;;2;2;3;2,326;2,326;2326;AFLAC INC (Quoted);Financial;Accident & Health Insurance
Kriss  Cloninger III;ED;1;66;M;1;;6;9;3;4,781;4,781;4781;AFLAC INC (Quoted);Financial;Accident & Health Insurance
John Shelby Amos II;ID;0;62;M;1;;1;1;1;73;0,073;73;AFLAC INC (Quoted);Financial;Accident & Health Insurance
W Paul Bowers;ID;0;58;M;1;American;2;3;6;;;;AFLAC INC (Quoted);Financial;Accident & Health Insurance
Elizabeth (Betty) J Hudson;ID;0;64;F;0;;3;4;2;135;0,135;135;AFLAC INC (Quoted);Financial;Accident & Health Insurance
Robert (Ben) B Johnson;ID;0;69;M;1;American;3;4;2;141;0,141;141;AFLAC INC (Quoted);Financial;Accident & Health Insurance
Douglas W Johnson;ID;0;70;M;1;American;3;4;1;150;0,15;150;AFLAC INC (Quoted);Financial;Accident & Health Insurance
Doctor Charles (Chuck) Boynton Knapp;ID;0;67;M;1;American;3;3;4;85;0,085;85;AFLAC INC (Quoted);Financial;Accident & Health Insurance
Doctor E Stephen Purdom;ID;0;66;M;1;American;3;3;1;73;0,073;73;AFLAC INC (Quoted);Financial;Accident & Health Insurance
Doctor Barbara K Rimer;ID;0;65;F;0;American;2;3;6;73;0,073;73;AFLAC INC (Quoted);Financial;Accident & Health Insurance
Marvin R Schuster;ID;0;76;M;1;American;0;4;2;;;;AFLAC INC (Quoted);Financial;Accident & Health Insurance
Professor, Dr Melvin Thomas Stith;ID;0;67;M;1;American;3;12;4;145;0,145;145;AFLAC INC (Quoted);Financial;Accident & Health Insurance
David Gary Thompson;ID;0;67;M;1;American;5;5;2;135;0,135;135;AFLAC INC (Quoted);Financial;Accident & Health Insurance
Takuro  Yoshida;ID;0;62;M;1;;1;1;2;73;0,073;73;AFLAC INC (Quoted);Financial;Accident & Health Insurance
Murray S Kessler;ED;1;55;M;1;;0;1;1;10,585;10,585;10585;LORILLARD INC (Quoted);Consumer Goods;Cigarettes
Robert C Almon;ID;0;62;M;1;;2;3;4;299;0,299;299;LORILLARD INC (Quoted);Consumer Goods;Cigarettes
Dianne M Blixt;ID;0;55;F;0;American;2;10;2;299;0,299;299;LORILLARD INC (Quoted);Consumer Goods;Cigarettes
The Hon. Andrew (Andy) Hill Card Jr;ID;0;66;M;1;American;3;4;6;299;0,299;299;LORILLARD INC (Quoted);Consumer Goods;Cigarettes
Virgis William Colbert;ID;0;74;M;1;American;2;29;3;;;;LORILLARD INC (Quoted);Consumer Goods;Cigarettes
David E Dangoor;ID;0;65;M;1;American;6;11;8;299;0,299;299;LORILLARD INC (Quoted);Consumer Goods;Cigarettes
Kit D Dietz;ID;0;58;M;1;;2;2;3;306;0,306;306;LORILLARD INC (Quoted);Consumer Goods;Cigarettes
Richard (Rich) W Roedel;ID;0;66;M;1;;8;21;4;;;;LORILLARD INC (Quoted);Consumer Goods;Cigarettes
Gerard M Anderson;ED;1;56;M;1;American;2;2;3;;;;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
Doctor Lillian  Bauder;ID;0;75;F;0;American;3;15;1;135;0,135;135;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
David (Dave) A Brandon;ID;0;61;M;1;American;3;15;4;;;;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
W Frank Fountain Jr;ID;0;70;M;1;;2;3;2;120;0,12;120;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
Frank M Hennessey;ID;0;77;M;1;American;0;5;5;;;;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
Charles (Chip) G McClure Jr;ID;0;61;M;1;American;0;3;4;;;;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
Professor Gail J McGovern;ID;0;63;F;0;American;2;12;4;116;0,116;116;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
Eugene Albert Miller;ID;0;76;M;1;American;3;21;3;;;;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
Mark A Murray;ID;0;59;M;1;American;4;6;5;118;0,118;118;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
James (Jim) B Nicholson;ID;0;71;M;1;American;3;7;8;63;0,063;63;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
Doctor Charles W Pryor Jr;ID;0;70;M;1;American;2;6;3;120;0,12;120;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
Major General Josue (Joe) J Robles Jr;ID;0;68;M;1;American;4;6;4;121;0,121;121;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
Doctor Ruth Gwynn Shaw;ID;0;66;F;0;American;3;12;4;122;0,122;122;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
David A Thomas;ID;0;58;M;1;;0;0;3;;;;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
James (Jim) H Vandenberghe;ID;0;65;M;1;American;3;5;1;121;0,121;121;DTE ENERGY CO (Quoted);Utilities;Electric Utilities
